"seller_id","warehouse_id","myntra_sku_code","seller_sku_code","style_id","sku_id","brand","order_created_date","inscanned_on","fmpu_date","order_delivered_date","return_created_date","refunded_date","order_rto_date","is_refunded","exchange_id","order_id","order_group_id","order_line_id","seller_order_id","status","store_packet_id","seller_packet_id_fk","quantity","return_id","return_mode","return_reason","return_status","forward_tracking_number","return_tracking_number","master_bag_id","lmdo_last_modified_on","gatepass_id","gatepass_status","gatepass_type","gatepass_lastmodified"
"31995","50622","PEAXSARS117158413","PEEN- RUHI SILK- 702","36644569","117158413","PEENGAX","2025-10-02",,,,"1970-01-01",,"2025-10-03",,,"8726986347","5626514865","10726938414","7fa7697f-476c-43da-9714-3700d17ac07e","RTO","8726986347","1716936378","1",,,,,"MYEC1068183517",,,,,,,
"31995","50622","PEAXKASS112050464","PEEN-26003-L","34858673","112050464","PEENGAX","2025-10-03","2025-10-05",,,"1970-01-01",,"2025-10-07",,,"8730194483","5628430064","10730153007","0ffa57f9-65b7-4834-b85f-e854c5a12e70","RTO","8730194483","1718776294","1",,,,,"MYSC1216261039",,,"2025-10-13 18:40:10.000",,,,
"31995","50622","PEAXSARS117162945","RP- AQUA SILK- 523","36646506","117162945","PEENGAX","2025-09-23","2025-09-26",,"2025-10-02","2025-10-06","2025-10-08",,"1",,"8701286775","5611735344","10701217405","3e1fab44-3a49-4c5e-a58e-b3604b7edd50","Return","8701286775","1707783388","1","100087358768","OPEN_BOX_PICKUP","Received a poor quality product","DLS","MYEP1083900485","MYER1045634254",,"2025-10-15 13:09:30.000",,,,
"31995","50622","PEAXSARS113565561","PEEN- AJRAKH ELEGANCE- 1401","35448024","113565561","PEENGAX","2025-09-23","2025-09-25",,"2025-09-29","2025-10-02","2025-10-03",,"1",,"8702260384","5612278866","10702191447","1de01c0f-6630-4d2b-8cd4-a61534c9c841","Return","9776449565","1707783412","1","100085714684","OPEN_BOX_PICKUP","Received a poor quality product","DLS","MYEC1066512209","MYSR1158269235",,"2025-10-15 15:36:11.000",,,,
"31995","50622","PEAXSARS117162952","RP- VRUNDAVAN SILK- 471","36646513","117162952","PEENGAX","2025-10-06","2025-10-07",,,"1970-01-01",,"2025-10-08",,,"8738591536","5633296095","10738572940","d86194f1-6255-4e9c-9c80-1129ff1abc9c","RTO","8738591536","1721487238","1",,,,,"MYSP1304838701",,,"2025-10-17 14:21:02.000",,,,
"31995","50622","PEAXKASS112050466","PEEN-26003-XXL","34858673","112050466","PEENGAX","2025-10-03","2025-10-04",,"2025-10-06","2025-10-06","2025-10-07",,"1",,"8729230388","5627840003","10729186597","a5e705ac-bc4a-466a-8104-bc2c2528e431","Return","8729230388","1717835358","1","100087444873","OPEN_BOX_PICKUP","I did not like the fit","DLS","MYSP1302036666","MYSR1159553885",,"2025-10-15 15:36:11.000",,,,
"31995","50622","PEAXKASS112050462","PEEN-26003-S","34858673","112050462","PEENGAX","2025-10-09",,,,"1970-01-01",,"2025-10-09",,,"8744069016","5636924308","10744077453","a8357806-1f3c-407b-bcb9-5bc5cd0a37ab","RTO","8744069016","1722881378","1",,,,,"MYSC1218498029",,,,,,,
"31995","50622","PEAXSARS117158413","PEEN- RUHI SILK- 702","36644569","117158413","PEENGAX","2025-10-08","2025-10-11",,"2025-10-13","2025-10-13","2025-10-14",,"1",,"8742068071","5635610538","10742067714","ae215f00-9966-449c-bdc3-a151ce0587c6","Return","8742068071","1722180945","1","100090701465","OPEN_BOX_PICKUP","Color is different","DLS","MYSP1305374296","MYSR1161990276",,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXKASS112050588","PEEN-23001-L","34858701","112050588","PEENGAX","2025-10-04","2025-10-07",,"2025-10-10","2025-10-11","2025-10-12",,"1",,"8733920929","5630667515","10733889637","d3d5677d-211c-4167-b003-daf0fa02bcf7","Return","8733920929","1720802437","1","100089689426","OPEN_BOX_PICKUP","Received a poor quality product","DLS","MYEC1068983705","MYSR1161236715",,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXKASS112050543","PEEN-26002-XXL","34858690","112050543","PEENGAX","2025-10-07","2025-10-09",,"2025-10-12","2025-10-12","2025-10-12",,"1",,"8741278018","5635106953","10741273083","95a0950d-4dc7-4f9e-a9bd-cae27cdc42b7","Return","8741278018","1722180927","1","100090197590","OPEN_BOX_PICKUP","Size too small","DLS","MYEC1069362630","MYSR1161615318",,"2025-11-10 16:56:28.000",,,,
"31995","50622","PEAXSARS114806216","PEEN- RANGAT- 7901","35910652","114806216","PEENGAX","2025-10-02","2025-10-04",,"2025-10-09","2025-10-10","2025-10-11",,"1",,"8726793217","5626383858","10726745284","c890ad6e-6aeb-404b-9755-bc840e165695","Return","9784176075","1716936349","1","100089136832","OPEN_BOX_PICKUP","I do not need it anymore","DLS","MYSC1215332318","MYSR1160827539",,"2025-10-31 14:12:43.000",,,,
"31995","50622","PEAXCOORD118962405","PEEN- 502- S","37191993","118962405","PEENGAX","2025-10-02","2025-10-04",,"2025-10-09","2025-10-09","2025-10-10",,"1",,"8727876794","5627064824","10727832955","6cbf87a0-c965-43d4-ab3a-2d55a132296c","Return","8727876794","1717835351","1","100088964451","OPEN_BOX_PICKUP","Received a poor quality product","DLS","MYEC1068369581","MYSR1160695577",,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXSARS115102004","SUDHA-2- 8312","36018866","115102004","PEENGAX","2025-10-10",,,,"1970-01-01",,"2025-10-10",,,"8745523648","5637873654","10745536148","955e207c-5f09-466b-b51a-b78310870c6d","RTO","8745523648","1723486056","1",,,,,"MYSC1218821278",,,,,,,
"31995","50622","PEAXKASS112265999","PEEN-33002-M","34934703","112265999","PEENGAX","2025-10-05","2025-10-07",,"2025-10-10","2025-10-10","2025-10-11",,"1",,"8736054222","5631896394","10736031351","4a3940da-2c07-4793-893d-5c7df4f4c932","Return","8736054222","1720802306","1","100089191207","OPEN_BOX_PICKUP","Product image was better than the actual product","DLS","MYEP1086436046","MYSR1160864975",,"2025-11-05 13:34:04.000",,,,
"31995","50622","PEAXKASS112050463","PEEN-26003-M","34858673","112050463","PEENGAX","2025-10-08","2025-10-10",,"2025-10-11","2025-10-11","2025-10-12",,"1",,"8743030721","5636249458","10743035277","bd27c183-f919-41ac-9437-b38b3cd1f798","Return","8743030721","1722848310","1","100089749972","OPEN_BOX_PICKUP","Product image was better than the actual product","DLS","MYSP1305889668","MYSR1161282121",,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXCOORD118962407","PEEN- 502- L","37191993","118962407","PEENGAX","2025-10-02","2025-10-04",,"2025-10-08","2025-10-08","2025-10-09",,"1",,"8728695695","5627546668","10728651899","04cc6154-c66d-44f3-9311-23a1b37f0582","Return","8728695695","1717835338","1","100088283665","OPEN_BOX_PICKUP","Product image was better than the actual product","DLS","MYSC1215738951","MYSR1160180412",,"2025-10-16 16:06:56.000",,,,
"31995","50622","PEAXSARS113565552","PEEN- KOMAL- 102","35448020","113565552","PEENGAX","2025-09-30","2025-09-30",,,"1970-01-01",,"2025-10-05",,,"8722050050","5623487956","10721994980","a998bfce-9d92-4127-b155-454a492af413","RTO","8722050050","1715175339","1",,,,,"MYEC1067813439",,,"2025-10-13 13:56:18.000",,,,
"31995","50622","PEAXSARS114649337","PEEN- AARICA- 4302","35859129","114649337","PEENGAX","2025-10-02","2025-10-04",,"2025-10-09","2025-10-10","2025-10-11",,"1",,"8726793216","5626383858","10726745283","c5f626d8-9998-4b9e-9d54-765eca832c8e","Return","9784176075","1716936349","1","100089136987","OPEN_BOX_PICKUP","I do not need it anymore","DLS","MYSC1215332318","MYSR1160826895",,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXCOORD118962409","PEEN- 502- XXL","37191993","118962409","PEENGAX","2025-10-01","2025-10-04",,"2025-10-04","2025-10-05","2025-10-06",,"1",,"8726282559","5626092874","10726234596","5f04d575-34b1-49a0-addc-d42c530428cd","Return","8726282559","1716936352","1","100086963358","OPEN_BOX_PICKUP","I do not need it anymore","DLS","MYSC1215333360","MYSR1159193974",,"2025-12-22 13:57:02.000",,,,
"31995","50622","PEAXSARS117162948","RP- VRUNDAVAN SILK- 469","36646509","117162948","PEENGAX","2025-10-13","2025-10-14",,"2025-10-16","2025-10-18","2025-10-18",,"1",,"8752196205","5641902368","10752235368","3667125f-7c7f-4ea9-ab61-570a61092984","Return","8752196205","1725737318","1","100092227820","OPEN_BOX_PICKUP","Product image was better than the actual product","DLS","MYSP1307969336","MYSR1163110713",,"2025-11-15 13:59:14.000",,,,
"31995","50622","PEAXKASS112444807","PEEN-2054- XL","35001757","112444807","PEENGAX","2025-10-09","2025-10-11",,"2025-10-13","2025-10-13","2025-10-14",,"1",,"8745150090","5637644734","10745162590","a8e5de19-c1b4-4f1d-97fc-514c4d6f7f98","Return","8745150090","1723486060","1","100090572877","OPEN_BOX_PICKUP","I did not like the fit","DLS","MYSP1306357386","MYSR1161892798",,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXKASS112050604","PEEN-26001-S","34858705","112050604","PEENGAX","2025-10-06","2025-10-08",,,"1970-01-01",,"2025-10-11",,,"8738752809","5633407438","10738734213","1ed5a130-a3d6-4f48-8717-a9a9a52ed7b7","RTO","8738752809","1721487247","1",,,,,"MYSC1217711604",,,"2025-10-29 21:28:48.000",,,,
"31995","50622","PEAXSARS113565548","PEEN- KIMORA- 1904","35448016","113565548","PEENGAX","2025-09-23","2025-09-25",,"2025-09-29","2025-10-03","2025-10-03",,"1",,"8702260391","5612278866","10702191454","a26e31fc-ef5c-41f9-a3a6-1a63dad7c2bb","Return","9776449565","1707783412","1","100085911999","OPEN_BOX_PICKUP","Received a poor quality product","DLS","MYEC1066512209","MYSR1158410977",,"2025-10-15 15:36:11.000",,,,
"31995","50622","PEAXSARS117162950","RP- VRUNDAVAN SILK- 472","36646511","117162950","PEENGAX","2025-10-11","2025-10-14",,"2025-10-14","2025-10-14","2025-10-15",,"1",,"8748142463","5639507267","10748167794","5f317895-b989-4abb-8724-2598370b4519","Return","8748142463","1725737336","1","100090991600","OPEN_BOX_PICKUP","Received a poor quality product","DLS","MYSP1307970540","MYSR1162203810",,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXKASS113784540","PEEN- 2094- L","35524159","113784540","PEENGAX","2025-10-02","2025-10-04",,"2025-10-08","2025-10-15","2025-10-16",,"1",,"8727635636","5626920493","10727589712","599c35de-b743-49e4-9262-0432ca9ff0cf","Return","8727635636","1717835193","1","100091441708","OPEN_BOX_PICKUP","Product image was better than the actual product","DLS","MYEC1068373303","MYSR1162532832",,"2025-11-03 15:47:51.000",,,,
"31995","50622","PEAXSARS113565627","PEEN- MALHARI- 1102","35448058","113565627","PEENGAX","2025-09-23","2025-09-25",,"2025-09-29","2025-10-02","2025-10-03",,"1",,"8702260381","5612278866","10702191444","abe4c051-6f4e-49f0-98d2-a6ce8927955b","Return","9776449565","1707783412","1","100085714929","OPEN_BOX_PICKUP","Received a poor quality product","DLS","MYEC1066512209","MYSR1158270127",,"2025-10-14 15:23:48.000",,,,
"31995","50622","PEAXSARS117162936","RP- AIRAAVAT PATOLA- 507","36646497","117162936","PEENGAX","2025-10-12",,,,"1970-01-01",,"2025-10-13",,,"8750907069","5641156285","10750944863","012289bb-c723-44ad-8801-546c89bcad1e","RTO","8750907069","1725737312","1",,,,,"MYEC1070234068",,,,,,,
"31995","50622","PEAXCOORD118962407","PEEN- 502- L","37191993","118962407","PEENGAX","2025-10-02","2025-10-04",,,"1970-01-01",,"2025-10-08",,,"8727399613","5626776030","10727353582","3c8601eb-089c-4289-aff4-4939de2d7410","RTO","8727399613","1717835308","1",,,,,"MYSC1215739382",,,"2025-10-16 16:06:56.000",,,,
"31995","50622","PEAXSARS117162952","RP- VRUNDAVAN SILK- 471","36646513","117162952","PEENGAX","2025-10-03","2025-10-05",,"2025-10-09","2025-10-09","2025-10-09",,"1",,"8730831878","5628828661","10730793810","e4b671ee-e1c8-44bf-ad3e-f3a4c406c5c9","Return","9785598298","1718776308","1","100088692495","OPEN_BOX_PICKUP","I do not need it anymore","DLS","MYSP1302728488","MYSR1160491909",,"2025-10-18 17:49:28.000",,,,
"31995","50622","PEAXCOORD118962397","PEEN- 503- S","37191992","118962397","PEENGAX","2025-09-29","2025-09-30",,"2025-10-03","2025-10-03","2025-10-04",,"1",,"8720956322","5622831257","10720901243","b4dc6e08-6307-4909-9fc1-2093d10973d8","Return","8720956322","1715175311","1","100086169188","OPEN_BOX_PICKUP","I did not like the fit","DLS","MYEC1067813226","MYER1045378101",,"2025-10-11 13:15:54.000",,,,
"31995","50622","PEAXSARS117162933","RP- AIRAAVAT PATOLA- 504","36646494","117162933","PEENGAX","2025-10-07","2025-10-08",,"2025-10-11","2025-10-13","2025-10-13",,"1","8749283057","8741361136","5635160360","10741356201","611d91d2-b860-474c-949b-68231338ed7d","Return","8741361136","1722180955","1","100090332127","OPEN_BOX_PICKUP","It did not look good on me","DLS","MYSP1305373591","MYSR1161719708",,"2025-11-05 13:34:04.000",,,,
"31995","50622","PEAXKASS112050505","PEEN-29001-M","34858682","112050505","PEENGAX","2025-09-25","2025-09-28",,,"1970-01-01",,"2025-10-20",,,"8709445841","5616330201","10709380917","83b4b143-bbca-4232-a5b0-94626e77af23","RTO","8709445841","1710375579","1",,,,,"MYEC1066968721",,,"2025-10-29 13:58:45.000",,,,
"31995","50622","PEAXCOORD118962406","PEEN- 502- M","37191993","118962406","PEENGAX","2025-10-02","2025-10-04",,"2025-10-07","2025-10-07","2025-10-08",,"1",,"8727288555","5626707176","10727242526","0f3cbcf3-80e0-4810-a47a-97ecb761e1bb","Return","8727288555","1717835280","1","100087772667","OPEN_BOX_PICKUP","Product image was better than the actual product","DLS","MYEP1085749449","MYER1045723792",,"2025-10-14 16:17:08.000",,,,
"31995","50622","PEAXSARS113565685","PEEN- PRISHA- 804","35448083","113565685","PEENGAX","2025-09-26","2025-09-28",,"2025-10-01","2025-10-03","2025-10-04",,"1",,"8712334139","5617989425","10712271443","49579771-e046-40c5-8509-56fc42aabcbc","Return","8712334139","1711713803","1","100086097841","OPEN_BOX_PICKUP","Received a poor quality product","DLS","MYEP1084610777","MYSR1158547795",,"2025-10-18 17:49:28.000",,,,
"31995","50622","PEAXKASS112050464","PEEN-26003-L","34858673","112050464","PEENGAX","2025-10-03",,,,"1970-01-01",,"2025-10-03",,,"8729385966","5627927889","10729342177","81c13ba7-3f2a-4dcb-b0e5-953172054ea9","RTO","8729385966","1717835186","1",,,,,"MYSC1215755822",,,,,,,
"31995","50622","PEAXKASS112266021","PEEN-32001-M","34934710","112266021","PEENGAX","2025-09-28","2025-09-30",,"2025-10-06","2025-10-06","2025-10-08",,"1",,"8718850623","5621609291","10718792841","46a9c6e9-7971-459a-bea4-fdaad5de16e6","Return","8718850623","1714192482","1","100087444061","OPEN_BOX_PICKUP","Received a poor quality product","RL","SF1863883196F","R1309384465F",,,,,,
"31995","50622","PEAXKASS113784539","PEEN- 2094- M","35524159","113784539","PEENGAX","2025-09-26","2025-09-28",,"2025-10-03","2025-10-03","2025-10-06",,"1",,"8712118581","5617866583","10712055880","e5cebf4e-a909-409e-86d6-f95993f4bb08","Return","8712118581","1711713783","1","100085935304","OPEN_BOX_PICKUP","Received a poor quality product","DLS","MYSP1297981136","MYSR1158429735",,"2025-10-13 18:40:10.000",,,,
"31995","50622","PEAXKASS112050556","PEEN-14001-XXL","34858692","112050556","PEENGAX","2025-10-07","2025-10-09",,,"1970-01-01",,"2025-10-10",,,"8740749585","5634750898","10740744647","86c671f6-6c51-4b44-8ec1-efe2da585684","RTO","8740749585","1722180969","1",,,,,"MYSP1305372956",,,"2025-10-17 14:21:02.000",,,,
"31995","50622","PEAXKASS111013651","PEEN-2702-M","34471150","111013651","PEENGAX","2025-10-04","2025-10-08",,"2025-10-10","2025-10-10","2025-10-16",,"1",,"8733778475","5630583300","10733747139","6e07135d-5f34-483c-b5d0-51a98243586d","Return","8733778475","1720802315","1","100089296264","OPEN_BOX_PICKUP","Received a completely different product","DLS","MYEP1086435824","MYSR1160943964",,"2025-11-03 15:47:51.000",,,,
"31995","50622","PEAXKASS112050540","PEEN-26002-M","34858690","112050540","PEENGAX","2025-10-03","2025-10-04",,"2025-10-08","2025-10-08","2025-10-09",,"1",,"8729923905","5628263289","10729882394","1e5567c7-d3e1-4b7c-998a-fce5e0a379d9","Return","8729923905","1717911885","1","100088356775","OPEN_BOX_PICKUP","Size too small","DLS","MYSP1302090211","MYSR1160234695",,"2025-10-16 16:06:56.000",,,,
"31995","50622","PEAXKASS112266014","PEEN-35001-XXL","34934707","112266014","PEENGAX","2025-10-02","2025-10-04",,"2025-10-08","2025-10-08","2025-10-10",,"1",,"8727790955","5627013080","10727745031","8e369fbd-b443-4ca2-b641-8f50890f6f13","Return","8727790955","1717835300","1","100088307021","OPEN_BOX_PICKUP","Product image was better than the actual product","DLS","MYSC1215751741","MYSR1160198744",,"2025-10-16 16:06:56.000",,,,
"31995","50622","PEAXSARS117162948","RP- VRUNDAVAN SILK- 469","36646509","117162948","PEENGAX","2025-10-01","2025-10-04",,"2025-10-07","2025-10-09","2025-10-11",,"1",,"8725876704","5625845486","10725828735","a6b7503b-27e2-4c90-9273-3f423e435d68","Return","8725876704","1716936344","1","100088605808","OPEN_BOX_PICKUP","I do not need it anymore","DLS","MYSP1301430230","MYSR1160429337",,"2025-11-03 15:47:51.000",,,,
"31995","50622","PEAXKASS112050542","PEEN-26002-XL","34858690","112050542","PEENGAX","2025-10-05","2025-10-08",,"2025-10-10","2025-10-11","2025-10-15",,"1",,"8735624864","5631648088","10735597430","49f6f135-9cf5-4a39-b80f-d7a1bbb6a2cb","Return","8735624864","1720802386","1","100089470174","OPEN_BOX_PICKUP","Size is different","DLS","MYSC1217304122","MYSR1161078808",,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXSARS117162950","RP- VRUNDAVAN SILK- 472","36646511","117162950","PEENGAX","2025-09-27","2025-09-28",,"2025-10-01","2025-10-05","2025-10-06",,"1",,"8713256410","5618485651","10713194817","e1f6a15b-6b2c-4106-9046-09fc3af6254b","Return","8713256410","1711713809","1","100087058355","OPEN_BOX_PICKUP","Product image was better than the actual product","DLS","MYSC1212631898","MYSR1159265045",,"2025-10-18 17:49:28.000",,,,
"31995","50622","PEAXSARS117162948","RP- VRUNDAVAN SILK- 469","36646509","117162948","PEENGAX","2025-09-28","2025-09-30",,,"1970-01-01",,"2025-10-03",,,"8719117112","5621729763","10719059289","f9be943b-2279-4706-93ff-178e4c2c8483","RTO","8719117112","1714192445","1",,,,,"MYEP1085028126",,,"2025-10-09 13:26:42.000",,,,
"31995","50622","PEAXCOORD118962398","PEEN- 504- L","37191991","118962398","PEENGAX","2025-10-03","2025-10-05",,"2025-10-10","2025-10-10","2025-10-11",,"1",,"8730037761","5628333646","10729996250","76dacf42-9f2b-4ecf-8740-828290f8e645","Return","8730037761","1718776258","1","100089284147","OPEN_BOX_PICKUP","I did not like the fit","DLS","MYEP1085994578","MYER1046047962",,"2025-10-28 14:48:18.000",,,,
