"seller_id","warehouse_id","myntra_sku_code","seller_sku_code","style_id","sku_id","brand","order_created_date","inscanned_on","fmpu_date","order_delivered_date","return_created_date","refunded_date","order_rto_date","is_refunded","exchange_id","order_id","order_group_id","order_line_id","seller_order_id","status","store_packet_id","seller_packet_id_fk","quantity","return_id","return_mode","return_reason","return_status","forward_tracking_number","return_tracking_number","master_bag_id","lmdo_last_modified_on","gatepass_id","gatepass_status","gatepass_type","gatepass_lastmodified"
"31995","50622","PEAXSARS117162942","RP- AIRAAVAT PATOLA- 508","36646503","117162942","PEENGAX","2025-10-10","2025-10-12",,"2025-10-15","2025-10-15","2025-10-16",,"1",,"8747157717","5638903947","10747178705","644eb772-8bca-4a89-8307-c9b86446e94d","Return","8747157717","1724166209","1","100091382975","OPEN_BOX_PICKUP","Received a poor quality product","DLS","MYSP1306846787","MYSR1162489695",,"2025-11-06 14:35:29.000",,,,
"31995","50622","PEAXKASS112050542","PEEN-26002-XL","34858690","112050542","PEENGAX","2025-09-29","2025-10-01",,"2025-10-04","2025-10-08","2025-10-11",,"1",,"8720956246","5622831201","10720901167","67d8efb4-818a-4476-80be-38ad32d9573f","Return","8720956246","1715175320","1","100088153665","OPEN_BOX_PICKUP","I do not need it anymore","DLS","MYSP1300260087","MYSR1160089503",,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXKASS113784541","PEEN- 2094- XL","35524159","113784541","PEENGAX","2025-09-30","2025-10-02",,"2025-10-06","2025-10-06","2025-10-07",,"1",,"8723746949","5624552592","10723695408","be9e0f47-2d7e-42b1-846a-95f1a6ca7c1b","Return","8723746949","1716134594","1","100087500247","OPEN_BOX_PICKUP","Received a poor quality product","DLS","MYSC1214929325","MYSR1159595925",,"2025-10-15 15:36:11.000",,,,
"31995","50622","PEAXSARS117158401","PEEN- MOOR SILK- 408","36644557","117158401","PEENGAX","2025-09-18","2025-09-24",,,"1970-01-01",,"2025-10-03",,,"8681414132","5601489638","10681340111","def43651-156f-48dd-9f0e-ead012ea94c8","RTO","8681414132","1701782318","1",,,,,"SF1842911426F",,,"2025-10-08 14:27:22.000",,,,
"31995","50622","PEAXKASS112050465","PEEN-26003-XL","34858673","112050465","PEENGAX","2025-10-03","2025-10-05",,,"1970-01-01",,"2025-10-08",,,"8731434343","5629196654","10731396290","7e714a85-6841-44c6-a4eb-dedf4b97828a","RTO","8731434343","1718776280","1",,,,,"MYSP1302726393",,,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXKASS112050604","PEEN-26001-S","34858705","112050604","PEENGAX","2025-10-05","2025-10-07",,"2025-10-09","2025-10-10","2025-10-11",,"1",,"8736914398","5632374246","10736891517","557611a1-18b7-4d4b-8f65-168ba6727f49","Return","8736914398","1720802549","1","100089144875","OPEN_BOX_PICKUP","Product image was better than the actual product","DLS","MYEP1086431049","MYSR1160832013",,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXSARS117152688","PEEN- NOOR SILK- 507","36642924","117152688","PEENGAX","2025-10-01","2025-10-02",,"2025-10-05","2025-10-10","2025-10-13",,"1",,"8724633736","5625074774","10724582232","859b8c91-fbe8-4601-b81a-3c49b22799ca","Return","8724633736","1716134680","1","100089362356","OPEN_BOX_PICKUP","I do not need it anymore","DLS","MYSP1300901860","MYSR1160995546",,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXCOORD118962405","PEEN- 502- S","37191993","118962405","PEENGAX","2025-10-02","2025-10-04",,"2025-10-06","2025-10-09","2025-10-10",,"1",,"8728786173","5627598657","10728742383","961ca11a-b254-41db-a343-7cb5c8ebed41","Return","8728786173","1717835269","1","100088833261","OPEN_BOX_PICKUP","Size too big","DLS","MYEP1085757332","MYSR1160594185",,"2025-10-18 17:49:28.000",,,,
"31995","50622","PEAXKASS112265992","PEEN-38001-S","34934702","112265992","PEENGAX","2025-09-29","2025-10-01",,"2025-10-06","2025-10-07","2025-10-08",,"1",,"8721405916","5623111495","10721350849","34475d91-f48c-4149-8f2c-2c360bc18b38","Return","8721405916","1715175297","1","100087668752","OPEN_BOX_PICKUP","Product image was better than the actual product","DLS","MYEC1067813266","MYSR1159727950",,"2025-10-30 14:47:24.000",,,,
"31995","50622","PEAXSARS117162988","RP- KIRI SILK- 464","36646549","117162988","PEENGAX","2025-10-13","2025-10-15",,,"1970-01-01",,"2025-10-16",,,"8754017630","5643044252","10754066669","6bd3b609-ca86-4ed3-bd58-52dccf392a7d","RTO","8754017630","1726458643","1",,,,,"MYSC1220409941",,,"2025-11-06 14:35:29.000",,,,
"31995","50622","PEAXSARS117162935","RP- AIRAAVAT PATOLA- 505","36646496","117162935","PEENGAX","2025-10-05","2025-10-08",,,"1970-01-01",,"2025-10-09",,,"8734949680","5631246511","10734918761","2c06fc60-a398-4b5c-8c21-fa89b5610c19","RTO","8734949680","1720802540","1",,,,,"MYSC1217299952",,,"2025-10-16 16:06:56.000",,,,
"31995","50622","PEAXKASS112446126","PEEN-2031- M","35002953","112446126","PEENGAX","2025-09-30","2025-10-01",,"2025-10-05","2025-10-06","2025-10-06",,"1",,"8723027983","5624101628","10722976387","649c1ec9-f3e8-4cb8-9719-3bcfd6174b54","Return","8723027983","1716134664","1","100087282118","OPEN_BOX_PICKUP","Size is different","DLS","MYSC1214931213","MYSR1159436344",,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXSARS114805910","PEEN- BASANTI- 6704","35910566","114805910","PEENGAX","2025-10-02","2025-10-04",,,"1970-01-01",,"2025-10-09",,,"8728738113","5627571262","10728694323","1337da66-be99-4dbd-aed4-5a13ac3fec42","RTO","8728738113","1717835127","1",,,,,"MYSC1215752736",,,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXKASS112050462","PEEN-26003-S","34858673","112050462","PEENGAX","2025-10-08","2025-10-09",,"2025-10-11","2025-10-13","2025-10-13",,"1",,"8742783010","5636080035","10742787566","aa7f5f85-c927-4d78-8b94-b59e11a5fa72","Return","8742783010","1722848258","1","100090312745","OPEN_BOX_PICKUP","Size too big","DLS","MYSP1305890699","MYSR1161703922",,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXCOORD118962405","PEEN- 502- S","37191993","118962405","PEENGAX","2025-10-01","2025-10-02",,,"1970-01-01",,"2025-10-05",,,"8724879265","5625227921","10724829441","82b141d1-a828-4652-9db6-7f315158fee9","RTO","8724879265","1716201132","1",,,,,"MYSC1214971306",,,"2025-10-11 14:48:21.000",,,,
"31995","50622","PEAXKASS115371273","PEEN- 2098- XXL","36106850","115371273","PEENGAX","2025-10-09","2025-10-11",,,"1970-01-01",,"2025-10-13",,,"8744923235","5637492813","10744935734","70f10c5b-4cd0-4448-ab8c-19dd03c2970b","RTO","8744923235","1723486099","1",,,,,"MYSC1218823728",,,"2025-11-06 14:35:29.000",,,,
"31995","50622","PEAXKASS112050435","PEEN-22001-S","34858667","112050435","PEENGAX","2025-10-02","2025-10-04",,"2025-10-11","2025-10-11","2025-10-13",,"1",,"8728943143","5627686085","10728899347","79c62ee3-1757-4c91-9acd-1bd01ed11fa8","Return","8728943143","1717835314","1","100089716102","OPEN_BOX_PICKUP","I did not like the fit","DLS","MYSP1302036739","MYSR1161255787",,"2025-11-03 15:47:51.000",,,,
"31995","50622","PEAXKASS111863958","PEEN-9202-XL","34798681","111863958","PEENGAX","2025-10-05","2025-10-08",,"2025-10-13","2025-10-14","2025-10-16",,"1",,"8735193655","5631394263","10735166219","0e8c1430-6d38-46a0-9137-43684d0fe667","Return","8735193655","1720802514","1","100090801784","OPEN_BOX_PICKUP","Received a completely different product","DLS","MYEP1086432798","MYSR1162065583",,"2025-11-03 15:47:51.000",,,,
"31995","50622","PEAXKASS112050605","PEEN-26001-M","34858705","112050605","PEENGAX","2025-10-04","2025-10-07",,"2025-10-10","2025-10-12","2025-10-14",,"1",,"8733730407","5630554418","10733699077","e72f20e9-4e5f-4063-a0d4-6bec6230c3a1","Return","8733730407","1720802408","1","100090135529","OPEN_BOX_PICKUP","I did not like the fit","DLS","MYSP1304220737","MYSR1161568409",,"2025-11-06 14:35:29.000",,,,
"31995","50622","PEAXCOORD118962405","PEEN- 502- S","37191993","118962405","PEENGAX","2025-10-03","2025-10-05",,"2025-10-08","2025-10-08","2025-10-08",,"1",,"8730319998","5628506752","10730278824","a6384639-2dfa-4452-ab79-577519fa411a","Return","8730319998","1718776269","1","100088218326","OPEN_BOX_PICKUP","Product image was better than the actual product","RL","MYEP1085994210","R1309373527F",,,,,,
"31995","50622","PEAXSARS113624861","PEEN- ANGRAKHA- 2303","35465391","113624861","PEENGAX","2025-10-04","2025-10-08",,,"1970-01-01",,"2025-10-10",,,"8732872553","5630044207","10732837734","85848f70-0e94-407f-aa50-19c26338554a","RTO","8732872553","1720802362","1",,,,,"MYSC1217304090",,,"2025-10-16 16:06:56.000",,,,
"31995","50622","PEAXSARS117158425","PEEN- KALYANI SILK- 103","36644579","117158425","PEENGAX","2025-10-12","2025-10-14",,,"1970-01-01",,"2025-10-24",,,"8751617645","5641584421","10751656807","eae10c32-cba2-4fb4-beb3-56e8195e28f1","RTO","8751617645","1725737342","1",,,,,"MYSP1307970284",,,"2025-10-31 14:12:43.000",,,,
"31995","50622","PEAXKASS112050462","PEEN-26003-S","34858673","112050462","PEENGAX","2025-10-08","2025-10-10",,,"1970-01-01",,"2025-10-11",,,"8743380671","5636480591","10743385227","5befb0ca-158a-4731-8bfa-10885b43ff7a","RTO","8743380671","1722848309","1",,,,,"MYSP1305891524",,,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXKASS112050539","PEEN-26002-S","34858690","112050539","PEENGAX","2025-10-09",,,,"1970-01-01",,"2025-10-09",,,"8743695888","5636675538","10743700445","3d22c85d-6b8d-4e80-82d2-aa63387c1dc2","RTO","8743695888","1722848313","1",,,,,"MYSC1218476558",,,"2025-10-14 15:23:48.000",,,,
"31995","50622","PEAXSARS117162946","RP- AQUA SILK- 524","36646507","117162946","PEENGAX","2025-10-05","2025-10-07",,"2025-10-10","2025-10-20","2025-10-21",,"1",,"8735034266","5631297932","10735006457","0c6b1bc9-77a0-42e1-a3f4-1be8682bff83","Return","8735034266","1720802462","1","100092960521","OPEN_BOX_PICKUP","Generic Return Reason","DLS","MYEP1086432713","MYSR1163631305",,"2025-10-31 14:12:43.000",,,,
"31995","50622","PEAXSARS117162957","RP- VRUNDAVAN SILK- 473","36646518","117162957","PEENGAX","2025-09-28","2025-09-30",,"2025-10-04","2025-10-06","2025-10-07",,"1",,"8718839338","5621603692","10718781556","5ac5ffa1-52d1-452b-b49e-47dd42700dd4","Return","8718839338","1714192451","1","100087522450","OPEN_BOX_PICKUP","Size too small","DLS","MYSP1299607821","MYSR1159611245",,"2025-10-16 16:06:56.000",,,,
"31995","50622","PEAXKASS112266022","PEEN-32001-L","34934710","112266022","PEENGAX","2025-09-27","2025-09-30",,"2025-10-03","2025-10-04","2025-10-04",,"1","8732297684","8714684032","5619301525","10714623782","2d7481e0-9138-4559-9c1d-e30971a9eced","Return","8714684032","1714192472","1","100086340982","OPEN_BOX_PICKUP","Generic Return Reason","DLS","MYSP1299608816","MYSR1158731933",,"2025-10-17 14:21:02.000",,,,
"31995","50622","PEAXKASS112050441","PEEN-22001-XL","34858667","112050441","PEENGAX","2025-10-04","2025-10-08",,"2025-10-10","2025-10-11","2025-10-11",,"1",,"8734286377","5630866464","10734255071","7aecf6c5-f9d6-4c11-b1f7-b0d076a4c90d","Return","8734286377","1720802520","1","100089496233","OPEN_BOX_PICKUP","Received a poor quality product","DLS","MYSP1304214950","MYSR1161097557",,"2025-10-30 14:47:24.000",,,,
"31995","50622","PEAXSARS117162952","RP- VRUNDAVAN SILK- 471","36646513","117162952","PEENGAX","2025-09-30","2025-10-01",,,"1970-01-01",,"2025-10-06",,,"8723195732","5624205754","10723144216","7a645c78-6063-4a47-b155-ba2598c61076","RTO","8723195732","1716134642","1",,,,,"MYEC1068030013",,,"2025-10-13 13:56:18.000",,,,
"31995","50622","PEAXSARS114805950","PEEN- RANGAT- 7903","35910584","114805950","PEENGAX","2025-10-15","2025-10-15",,"2025-10-18","2025-10-18","2025-10-19",,"1",,"8756622677","5644648077","10756685888","211875fd-54dd-4efb-bf8c-7908a0fa9bc3","Return","8756622677","1727125855","1","100092522141","OPEN_BOX_PICKUP","I did not like the fit","DLS","MYSC1220776359","MYSR1163318930",,"2025-11-10 16:56:28.000",,,,
"31995","50622","PEAXKASS112444107","PEEN- 2039- S","35001348","112444107","PEENGAX","2025-10-09","2025-10-09",,"2025-10-11","2025-10-13","2025-10-13",,"1",,"8743588562","5636610527","10743593119","098f2865-dfeb-4344-9fd2-4620c57b5bc6","Return","8743588562","1722848296","1","100090312700","OPEN_BOX_PICKUP","Size too small","DLS","MYSP1305891233","MYSR1161703710",,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXKASS112050420","PEEN-25001- XL","34858663","112050420","PEENGAX","2025-10-05","2025-10-07",,"2025-10-12","2025-10-13","2025-10-16",,"1",,"8737775552","5632804531","10737752650","f8674f4a-5dfe-4a51-b52e-6a6a404fb74d","Return","8737775552","1720802371","1","100090711536","OPEN_BOX_PICKUP","I do not need it anymore","DLS","MYEP1086435265","MYSR1161997844",,"2025-11-10 16:56:28.000",,,,
"31995","50622","PEAXKASS112050540","PEEN-26002-M","34858690","112050540","PEENGAX","2025-09-23","2025-09-24",,"2025-10-03","2025-10-05","2025-10-07",,"1",,"8700300858","5611172042","10700231158","820ba446-bd24-496d-ae1e-926374ba3b5e","Return","8700300858","1706424518","1","100086821063","OPEN_BOX_PICKUP","I did not like the fit","RL","5965317752052","5965355744891",,,,,,
"31995","50622","PEAXKASS112050439","PEEN-22001-L","34858667","112050439","PEENGAX","2025-09-19","2025-09-21",,,"1970-01-01",,"2025-10-01",,,"8682956938","5602420448","10682883948","58ffc2ef-a637-4d0e-8ddf-23c1b104c039","RTO","8682956938","1702678962","1",,,,,"MYSP1292176696",,,"2025-10-13 18:40:10.000",,,,
"31995","50622","PEAXKASS112050539","PEEN-26002-S","34858690","112050539","PEENGAX","2025-10-09","2025-10-09",,"2025-10-12","2025-10-15","2025-10-15",,"1",,"8743696187","5636675716","10743700744","8fb07c30-d611-4f4f-bf4a-cd3665ff8c21","Return","8743696187","1722848305","1","100091125069","OPEN_BOX_PICKUP","Size too small","DLS","MYSP1305888768","MYSR1162303201",,"2025-11-03 15:47:51.000",,,,
"31995","50622","PEAXKASS112050606","PEEN-26001-L","34858705","112050606","PEENGAX","2025-10-09","2025-10-10",,"2025-10-13","2025-10-13","2025-10-14",,"1",,"8743647993","5636646961","10743652550","d34bd00b-4cf6-4c25-929b-f188cae131a1","Return","8743647993","1722848269","1","100090621183","OPEN_BOX_PICKUP","Color is different","DLS","MYSP1305895076","MYSR1161929279",,"2025-11-06 14:35:29.000",,,,
"31995","50622","PEAXSARS117152688","PEEN- NOOR SILK- 507","36642924","117152688","PEENGAX","2025-09-27","2025-09-28",,,"1970-01-01",,"2025-10-05",,,"8713111651","5618399553","10713049046","f9a7f572-4b49-4317-bbd0-3b4b2ce3d87a","RTO","8713111651","1711713879","1",,,,,"MYEC1067211709",,,"2025-10-16 13:26:56.000",,,,
"31995","50622","PEAXKASS113784540","PEEN- 2094- L","35524159","113784540","PEENGAX","2025-10-08",,,,"1970-01-01",,"2025-10-08",,,"8741866321","5635476940","10741861399","bf00d025-8ddb-489c-bdc0-d8ff2a68892a","RTO","9788220795","1722180917","1",,,,,"MYSC1218095969",,,"2025-10-13 18:40:10.000",,,,
"31995","50622","PEAXSARS117158402","PEEN- NOOR SILK- 501","36644558","117158402","PEENGAX","2025-10-15","2025-10-16",,,"1970-01-01",,"2025-10-27",,,"8756624162","5644649035","10756687405","890725be-c86e-4e77-8569-9abd0d6e7cde","RTO","8756624162","1727125860","1",,,,,"SF1858975228F",,,"2025-11-15 13:59:14.000",,,,
"31995","50622","PEAXSARS114649219","PEEN- RAMLILA- 5201","35859073","114649219","PEENGAX","2025-09-27","2025-09-27",,"2025-10-01","2025-10-07","2025-10-07",,"1",,"8713348077","5618539234","10713286708","fb947872-ee77-493a-8792-dcca93b06713","Return","8713348077","1711713871","1","100087661261","OPEN_BOX_PICKUP","Product image was better than the actual product","DLS","MYSP1297983629","MYSR1159722039",,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXKASS112050462","PEEN-26003-S","34858673","112050462","PEENGAX","2025-10-08","2025-10-10",,"2025-10-13","2025-10-18","2025-10-19",,"1",,"8743225712","5636381197","10743230268","8d7dc010-090b-40e7-901b-0da94fe95ac5","Return","8743225712","1722848228","1","100092454191","OPEN_BOX_PICKUP","Size too small","DLS","MYSP1305889952","MYSR1163269111",,"2025-11-11 15:12:11.000",,,,
"31995","50622","PEAXKASS112266041","PEEN-43002-L","34934717","112266041","PEENGAX","2025-10-02","2025-10-04",,"2025-10-07","2025-10-11","2025-10-14",,"1",,"8727682773","5626948377","10727636849","18dd21cc-6477-4a8c-ae86-bdb3db103f46","Return","8727682773","1717835294","1","100089561073","OPEN_BOX_PICKUP","I did not like the fit","DLS","MYSC1215751126","MYSR1161144519",,"2025-11-03 15:47:51.000",,,,
"31995","50622","PEAXKASS112050416","PEEN-27001-XXL","34858662","112050416","PEENGAX","2025-10-03","2025-10-08",,"2025-10-10","2025-10-12","2025-10-13",,"1",,"8729590148","5628051468","10729546361","7ec37d2d-2b68-44b1-b802-69e7f8d204e5","Return","8729590148","1717835332","1","100090108729","OPEN_BOX_PICKUP","Received a completely different product","DLS","MYSP1302035156","MYSR1161547389",,"2025-11-06 14:35:29.000",,,,
"31995","50622","PEAXCOORD118962409","PEEN- 502- XXL","37191993","118962409","PEENGAX","2025-10-03","2025-10-05",,"2025-10-07","2025-10-08","2025-10-10",,"1",,"8730477603","5628604770","10730439284","e343c882-480d-4476-91d5-01cfe2ea3d20","Return","8730477603","1718776251","1","100088157617","OPEN_BOX_PICKUP","Size too small","DLS","MYSP1302724571","MYSR1160091838",,"2025-10-16 16:06:56.000",,,,
"31995","50622","PEAXKASS112050604","PEEN-26001-S","34858705","112050604","PEENGAX","2025-10-05","2025-10-08",,"2025-10-10","2025-10-13","2025-10-13",,"1",,"8737882172","5632849235","10737859270","0ba3103b-ac2e-4b68-95a5-11b3e532031a","Return","8737882172","1720802348","1","100090335405","OPEN_BOX_PICKUP","I did not like the fit","DLS","MYSC1217301014","MYSR1161721637",,"2025-10-29 14:41:00.000",,,,
"31995","50622","PEAXKASS113784542","PEEN- 2094- XXL","35524159","113784542","PEENGAX","2025-09-28","2025-09-30",,"2025-10-04","2025-10-04","2025-10-08",,"1",,"8717646549","5620969215","10717588775","59cdf2bc-babd-4ac8-b5d7-864c7bfd5075","Return","8717646549","1714192464","1","100086547627","OPEN_BOX_PICKUP","Product image was better than the actual product","DLS","MYEP1085028522","MYSR1158882898",,"2025-11-06 14:35:29.000",,,,
"31995","50622","PEAXSARS113565618","PEEN- KIMORA- 1903","35448054","113565618","PEENGAX","2025-09-23","2025-09-25",,"2025-09-29","2025-10-02","2025-10-03",,"1",,"8702260386","5612278866","10702191449","66c0dd55-bdfa-4820-ae9b-b9dcefb66458","Return","9776449565","1707783412","1","100085716143","OPEN_BOX_PICKUP","Received a poor quality product","DLS","MYEC1066512209","MYSR1158270465",,"2025-10-14 15:23:48.000",,,,
"31995","50622","PEAXSARS117162946","RP- AQUA SILK- 524","36646507","117162946","PEENGAX","2025-10-13","2025-10-15",,"2025-10-22","2025-10-22","2025-10-23",,"1",,"8753116339","5642469896","10753160316","76f1da8e-dc56-4581-8066-4202391d0f1c","Return","8753116339","1726458648","1","100093561787","OPEN_BOX_PICKUP","Product image was better than the actual product","DLS","MYSP1308506118","MYSR1164053913",,"2025-11-03 15:47:51.000",,,,
"31995","50622","PEAXKASS112050462","PEEN-26003-S","34858673","112050462","PEENGAX","2025-09-30","2025-10-01",,"2025-10-06","2025-10-07","2025-10-07",,"1",,"8724097053","5624752116","10724045524","8b409e12-00bb-444c-908a-9a309708965b","Return","8724097053","1716134676","1","100087686775","OPEN_BOX_PICKUP","Size too big","DLS","MYSC1214930773","MYSR1159741318",,"2025-10-18 17:49:28.000",,,,
"31995","50622","PEAXSARS119255825","PEEN- DURGA EDITION- 19005","37292416","119255825","PEENGAX","2025-10-11","2025-10-14",,"2025-10-17","2025-10-17","2025-10-18",,"1",,"8749275093","5640187694","10749304975","24025e2e-c482-49ca-8fb8-32994e4cd9d9","Return","8749275093","1725737306","1","100092042279","OPEN_BOX_PICKUP","Product image was better than the actual product","DLS","MYSC1220006862","MYSR1162972818",,"2025-11-13 15:33:02.000",,,,
